1.000000000000000000e+00,1.163592338562011684e-02,4.029994010925293246e-02,2.562356710433960072e-01
1.000000000000000000e+01,1.364190578460693429e-02,3.843493461608886441e-02,4.511525392532348411e-01
1.000000000000000000e+02,1.239953041076660191e-02,3.505051136016845703e-02,2.791522502899169700e-01
1.000000000000000000e+03,1.343598365783691372e-02,4.257397651672363559e-02,2.812016248703003152e-01
1.000000000000000000e+04,1.397900581359863212e-02,4.328224658966064314e-02,2.704904317855835183e-01
1.000000000000000000e+05,1.851348876953124931e-02,4.748127460479736189e-02,2.705894708633422852e-01
1.000000000000000000e+06,7.048704624176024836e-02,9.350335597991943359e-02,3.252953767776489147e-01
1.000000000000000000e+07,7.369442701339721236e-01,7.679801464080810991e-01,1.001512408256530762e+00
1.000000000000000000e+08,4.972532463073730646e+00,5.001621246337890625e+00,5.217273807525634410e+00
1.008124920000000000e+08,1.437292988300323415e+01,1.466565091609954763e+01,1.512558755874633754e+01
